transaction_id,customer_id,product_id,purchase_date,quantity,price
TXN_0000091,CUST_00307,PROD_00155,2025-03-27,3,29.02
TXN_0000092,CUST_00172,PROD_00156,2024-06-22,2,445.84
TXN_0000093,CUST_00927,PROD_00050,2024-11-08,2,29.44
TXN_0000094,CUST_00288,PROD_00312,2024-11-22,1,289.94
TXN_0000095,CUST_00244,PROD_00143,2025-04-02,1,144.33
TXN_0000096,CUST_00647,PROD_00158,2025-03-21,1,772.12
TXN_0000097,CUST_00026,PROD_00413,2025-07-01,2,12.63
TXN_0000098,CUST_00724,PROD_00102,2025-06-23,2,772.11
TXN_0000099,CUST_00589,PROD_00172,2025-05-15,3,490.78
TXN_0000100,CUST_00556,PROD_00476,2025-06-06,1,497.49
TXN_0000101,CUST_00795,PROD_00181,2025-06-16,1,421.24
TXN_0000102,CUST_00231,PROD_00047,2024-12-04,2,20.68
TXN_0000103,CUST_00524,PROD_00358,2025-04-27,1,25.81
TXN_0000104,CUST_00172,PROD_00418,2023-11-18,2,973.93
TXN_0000105,CUST_00616,PROD_00377,2025-06-04,2,436.48
TXN_0000106,CUST_00447,PROD_00289,2025-07-04,1,378.09
TXN_0000107,CUST_00966,PROD_00302,2025-06-22,3,248.69
TXN_0000108,CUST_00353,PROD_00071,2025-04-11,1,671.79
TXN_0000109,CUST_00427,PROD_00233,2025-06-17,1,41.74
TXN_0000110,CUST_00056,PROD_00215,2025-06-16,2,22.48
TXN_0000111,CUST_00636,PROD_00162,2024-09-27,1,436.94
TXN_0000112,CUST_00067,PROD_00493,2025-05-17,1,611.92
TXN_0000113,CUST_00796,PROD_00171,2025-05-11,1,149.55
TXN_0000114,CUST_00654,PROD_00072,2025-07-03,2,183.02
TXN_0000115,CUST_00353,PROD_00102,2025-06-16,1,772.11
TXN_0000116,CUST_00816,PROD_00008,2022-10-22,1,578.38
TXN_0000117,CUST_00259,PROD_00489,2025-05-25,2,47.75
TXN_0000118,CUST_00472,PROD_00168,2025-06-01,2,1760.33
TXN_0000119,CUST_00263,PROD_00211,2024-09-05,1,1618.65
TXN_0000120,CUST_00174,PROD_00410,2025-07-07,1,28.32
TXN_0000121,CUST_00976,PROD_00129,2025-04-25,1,40.48
TXN_0000122,CUST_00597,PROD_00033,2025-05-07,1,1373.41
TXN_0000123,CUST_00616,PROD_00394,2024-12-19,1,230.83
TXN_0000124,CUST_00267,PROD_00268,2025-02-28,1,446.0
TXN_0000125,CUST_00051,PROD_00013,2024-02-01,2,249.94
TXN_0000126,CUST_00236,PROD_00271,2025-07-07,1,299.14
TXN_0000127,CUST_00364,PROD_00469,2024-12-14,1,785.42
TXN_0000128,CUST_00431,PROD_00322,2024-07-13,2,1349.45
TXN_0000129,CUST_00976,PROD_00363,2025-03-13,1,122.98
TXN_0000130,CUST_00435,PROD_00452,2025-06-29,2,48.32
TXN_0000131,CUST_00398,PROD_00499,2025-06-21,2,1349.87
TXN_0000132,CUST_00832,PROD_00196,2025-06-20,2,717.14
TXN_0000133,CUST_00636,PROD_00275,2024-12-23,2,521.77
TXN_0000134,CUST_00866,PROD_00324,2024-03-22,1,40.44
TXN_0000135,CUST_00649,PROD_00300,2024-03-07,1,1494.76
TXN_0000136,CUST_00873,PROD_00212,2023-11-17,1,150.2
TXN_0000137,CUST_00976,PROD_00009,2025-04-17,1,496.13
TXN_0000138,CUST_00922,PROD_00189,2025-07-07,1,1168.38
TXN_0000139,CUST_00540,PROD_00456,2024-09-19,1,1375.26
TXN_0000140,CUST_00440,PROD_00001,2025-06-11,1,1985.99
TXN_0000141,CUST_00819,PROD_00131,2025-04-29,2,27.62
TXN_0000142,CUST_00149,PROD_00488,2025-04-28,1,455.33
TXN_0000143,CUST_00630,PROD_00288,2025-03-30,3,35.21
TXN_0000144,CUST_00961,PROD_00179,2025-05-27,2,384.47
TXN_0000145,CUST_00264,PROD_00390,2024-07-09,1,23.22
TXN_0000146,CUST_00971,PROD_00470,2025-03-30,1,639.69
TXN_0000147,CUST_00989,PROD_00311,2025-06-17,1,785.77
TXN_0000148,CUST_00410,PROD_00015,2025-01-18,1,1290.98
TXN_0000149,CUST_00106,PROD_00245,2023-10-13,1,84.57
TXN_0000150,CUST_00989,PROD_00418,2025-05-21,1,973.93
TXN_0000151,CUST_00547,PROD_00437,2025-04-03,1,203.26
TXN_0000152,CUST_00649,PROD_00108,2024-05-22,1,43.1
TXN_0000153,CUST_00365,PROD_00358,2025-05-21,2,25.81
TXN_0000154,CUST_00281,PROD_00428,2025-02-19,3,83.11
TXN_0000155,CUST_00853,PROD_00153,2025-06-04,1,130.64
TXN_0000156,CUST_00321,PROD_00180,2025-07-07,2,803.75
TXN_0000157,CUST_00839,PROD_00167,2024-05-15,1,21.03
TXN_0000158,CUST_00814,PROD_00014,2025-06-15,3,53.05
TXN_0000159,CUST_00034,PROD_00181,2025-06-19,2,421.24
TXN_0000160,CUST_00125,PROD_00078,2025-02-25,3,66.72
TXN_0000161,CUST_00027,PROD_00193,2023-11-07,2,429.17
TXN_0000162,CUST_00814,PROD_00080,2025-03-22,1,84.16
TXN_0000163,CUST_00267,PROD_00014,2025-06-06,2,53.05
TXN_0000164,CUST_00472,PROD_00137,2025-04-26,3,576.98
TXN_0000165,CUST_00763,PROD_00425,2025-02-16,3,771.15
TXN_0000166,CUST_00332,PROD_00058,2025-05-19,2,425.12
TXN_0000167,CUST_00673,PROD_00055,2025-03-12,2,116.09
TXN_0000168,CUST_00850,PROD_00011,2025-07-02,1,1656.39
TXN_0000169,CUST_00757,PROD_00476,2025-07-09,1,497.49
TXN_0000170,CUST_00249,PROD_00160,2025-06-08,2,38.89
TXN_0000171,CUST_00827,PROD_00125,2023-11-29,2,1105.74
TXN_0000172,CUST_00226,PROD_00144,2025-06-18,1,510.33
TXN_0000173,CUST_00992,PROD_00365,2025-06-02,1,267.45
TXN_0000174,CUST_00432,PROD_00299,2025-06-11,2,216.29
TXN_0000175,CUST_00980,PROD_00374,2025-01-04,1,215.62
TXN_0000176,CUST_00932,PROD_00473,2025-07-10,1,480.9
TXN_0000177,CUST_00371,PROD_00070,2025-02-14,1,140.68
TXN_0000178,CUST_00356,PROD_00196,2025-05-23,1,717.14
TXN_0000179,CUST_00316,PROD_00370,2024-06-15,1,789.23
TXN_0000180,CUST_00866,PROD_00162,2024-06-28,1,436.94
TXN_0000181,CUST_00437,PROD_00272,2022-10-14,1,34.99
TXN_0000182,CUST_00472,PROD_00318,2025-05-26,2,570.49
TXN_0000183,CUST_00031,PROD_00371,2024-05-30,2,707.82
TXN_0000184,CUST_00222,PROD_00305,2023-09-16,1,423.72
TXN_0000185,CUST_00816,PROD_00473,2024-09-07,2,480.9
TXN_0000186,CUST_00641,PROD_00227,2025-02-17,1,36.34
TXN_0000187,CUST_00226,PROD_00094,2025-05-29,2,81.01
TXN_0000188,CUST_00775,PROD_00187,2024-05-14,1,416.35
TXN_0000189,CUST_00432,PROD_00464,2025-03-19,1,95.39
TXN_0000190,CUST_00540,PROD_00435,2025-06-04,2,408.4
TXN_0000191,CUST_00832,PROD_00283,2025-07-10,1,579.25
TXN_0000192,CUST_00143,PROD_00489,2025-05-01,1,47.75
TXN_0000193,CUST_00281,PROD_00244,2025-03-03,1,257.16
TXN_0000194,CUST_00395,PROD_00075,2024-07-17,3,1425.89
TXN_0000195,CUST_00748,PROD_00284,2023-12-24,1,29.87
TXN_0000196,CUST_00264,PROD_00318,2025-05-27,1,570.49
TXN_0000197,CUST_00795,PROD_00157,2025-06-09,1,494.11
TXN_0000198,CUST_00031,PROD_00193,2024-10-26,1,429.17
TXN_0000199,CUST_00395,PROD_00417,2024-05-05,1,377.51
TXN_0000200,CUST_00200,PROD_00158,2025-02-26,1,772.12
TXN_0000201,CUST_00190,PROD_00269,2023-07-18,1,414.89
TXN_0000202,CUST_00491,PROD_00168,2025-03-05,1,1760.33
TXN_0000203,CUST_00287,PROD_00305,2025-06-11,2,423.72
TXN_0000204,CUST_00839,PROD_00061,2024-03-13,2,1362.28
TXN_0000205,CUST_00775,PROD_00241,2025-05-06,1,40.25
TXN_0000206,CUST_00524,PROD_00323,2025-04-11,3,773.69
TXN_0000207,CUST_00991,PROD_00098,2025-06-12,1,59.35
TXN_0000208,CUST_00961,PROD_00412,2025-03-22,2,22.12
TXN_0000209,CUST_00775,PROD_00413,2024-09-08,2,12.63
TXN_0000210,CUST_00101,PROD_00371,2025-01-28,3,707.82
TXN_0000211,CUST_00226,PROD_00011,2025-07-04,1,1656.39
TXN_0000212,CUST_00947,PROD_00335,2024-08-21,1,27.31
TXN_0000213,CUST_00531,PROD_00267,2024-06-13,1,289.7
TXN_0000214,CUST_00572,PROD_00491,2025-05-22,2,166.01
TXN_0000215,CUST_00671,PROD_00343,2025-05-14,2,413.76
TXN_0000216,CUST_00819,PROD_00330,2025-06-08,1,35.77
TXN_0000217,CUST_00231,PROD_00014,2025-02-15,1,53.05
TXN_0000218,CUST_00734,PROD_00137,2025-04-10,2,576.98
TXN_0000219,CUST_00721,PROD_00268,2025-04-22,1,446.0
TXN_0000220,CUST_00630,PROD_00363,2025-06-09,1,122.98
TXN_0000221,CUST_00692,PROD_00064,2024-10-30,1,397.66
TXN_0000222,CUST_00491,PROD_00458,2024-10-07,2,585.67
TXN_0000223,CUST_00692,PROD_00042,2025-04-23,1,53.76
TXN_0000224,CUST_00907,PROD_00018,2025-05-12,2,43.87
TXN_0000225,CUST_00961,PROD_00193,2023-07-12,1,429.17
TXN_0000226,CUST_00024,PROD_00220,2024-05-23,1,77.91
TXN_0000227,CUST_00719,PROD_00215,2023-08-11,1,22.48
TXN_0000228,CUST_00643,PROD_00158,2024-11-10,1,772.12
TXN_0000229,CUST_00077,PROD_00099,2025-06-19,1,996.9
TXN_0000230,CUST_00298,PROD_00424,2024-09-24,1,446.97
TXN_0000231,CUST_00510,PROD_00152,2025-07-05,2,76.37
TXN_0000232,CUST_00853,PROD_00404,2025-06-04,2,780.0
TXN_0000233,CUST_00180,PROD_00167,2024-12-04,1,21.03
TXN_0000234,CUST_00174,PROD_00075,2025-07-09,1,1425.89
TXN_0000235,CUST_00597,PROD_00082,2025-04-11,2,182.75
TXN_0000236,CUST_00957,PROD_00061,2025-06-19,2,1362.28
TXN_0000237,CUST_00432,PROD_00204,2025-04-12,1,979.84
TXN_0000238,CUST_00721,PROD_00429,2025-06-05,1,17.83
TXN_0000239,CUST_00042,PROD_00275,2025-07-04,1,521.77
TXN_0000240,CUST_00457,PROD_00217,2025-04-09,2,1369.8
TXN_0000241,CUST_00316,PROD_00309,2024-12-14,3,141.47
TXN_0000242,CUST_00727,PROD_00230,2025-02-14,1,1246.53
TXN_0000243,CUST_00431,PROD_00500,2025-06-21,1,151.09
TXN_0000244,CUST_00461,PROD_00064,2023-06-20,1,397.66
TXN_0000245,CUST_00873,PROD_00198,2023-02-26,1,443.48
TXN_0000246,CUST_00249,PROD_00418,2025-06-10,2,973.93
TXN_0000247,CUST_00966,PROD_00421,2025-07-01,1,47.71
TXN_0000248,CUST_00597,PROD_00352,2025-04-26,1,158.22
TXN_0000249,CUST_00748,PROD_00039,2024-12-04,1,499.74
TXN_0000250,CUST_00353,PROD_00286,2025-05-10,1,128.72
TXN_0000251,CUST_00654,PROD_00390,2025-06-12,1,23.22
TXN_0000252,CUST_00599,PROD_00462,2025-05-08,2,224.92
TXN_0000253,CUST_00510,PROD_00181,2025-04-23,2,421.24
TXN_0000254,CUST_00636,PROD_00141,2025-02-23,1,1181.91
TXN_0000255,CUST_00491,PROD_00185,2024-05-26,1,785.07
TXN_0000256,CUST_00200,PROD_00089,2024-12-18,1,213.67
TXN_0000257,CUST_00446,PROD_00407,2025-02-05,1,1802.19
TXN_0000258,CUST_00432,PROD_00438,2025-01-08,1,1364.55
TXN_0000259,CUST_00356,PROD_00486,2025-05-15,1,420.71
TXN_0000260,CUST_00947,PROD_00461,2024-05-09,2,1115.83
TXN_0000261,CUST_00294,PROD_00222,2025-06-09,1,419.56
TXN_0000262,CUST_00556,PROD_00365,2025-07-07,3,267.45
TXN_0000263,CUST_00998,PROD_00308,2025-02-21,1,447.56
TXN_0000264,CUST_00264,PROD_00035,2024-06-09,2,485.09
TXN_0000265,CUST_00408,PROD_00394,2025-05-17,1,230.83
TXN_0000266,CUST_00572,PROD_00444,2024-08-16,1,269.24
TXN_0000267,CUST_00706,PROD_00368,2025-06-01,2,253.93
TXN_0000268,CUST_00814,PROD_00056,2025-06-12,1,224.17
TXN_0000269,CUST_00432,PROD_00105,2025-04-20,1,110.36
TXN_0000270,CUST_00510,PROD_00183,2025-03-07,1,181.64
TXN_0000271,CUST_00332,PROD_00257,2025-05-29,2,211.47
TXN_0000272,CUST_00708,PROD_00312,2024-07-06,3,289.94
TXN_0000273,CUST_00276,PROD_00473,2025-01-16,1,480.9
TXN_0000274,CUST_00827,PROD_00087,2024-03-28,2,180.19
TXN_0000275,CUST_00850,PROD_00049,2025-07-05,1,625.33
TXN_0000276,CUST_00472,PROD_00246,2025-07-04,1,30.02
TXN_0000277,CUST_00763,PROD_00051,2025-06-25,2,294.94
TXN_0000278,CUST_00364,PROD_00144,2025-04-07,2,510.33
TXN_0000279,CUST_00649,PROD_00065,2024-01-10,2,27.86
TXN_0000280,CUST_00795,PROD_00012,2025-06-15,1,478.2
TXN_0000281,CUST_00184,PROD_00219,2025-06-11,2,102.49
TXN_0000282,CUST_00351,PROD_00182,2025-04-04,1,157.85
TXN_0000283,CUST_00647,PROD_00267,2025-05-17,2,289.7
TXN_0000284,CUST_00172,PROD_00018,2024-01-29,1,43.87
TXN_0000285,CUST_00826,PROD_00300,2024-07-30,2,1494.76
TXN_0000286,CUST_00263,PROD_00074,2025-04-21,3,1222.09
TXN_0000287,CUST_00634,PROD_00482,2025-05-28,2,485.01
TXN_0000288,CUST_00440,PROD_00487,2025-07-09,2,241.93
TXN_0000289,CUST_00432,PROD_00156,2025-05-23,1,445.84
TXN_0000290,CUST_00932,PROD_00154,2025-05-22,1,11.58
TXN_0000291,CUST_00969,PROD_00015,2024-08-19,2,1290.98
TXN_0000292,CUST_00457,PROD_00008,2025-05-16,3,578.38
TXN_0000293,CUST_00125,PROD_00295,2024-12-09,3,572.91
TXN_0000294,CUST_00222,PROD_00041,2025-05-08,2,366.13
TXN_0000295,CUST_00706,PROD_00135,2025-06-27,2,42.96
TXN_0000296,CUST_00402,PROD_00371,2024-12-17,3,707.82
TXN_0000297,CUST_00925,PROD_00379,2025-07-09,1,69.35
TXN_0000298,CUST_00763,PROD_00161,2025-06-17,3,438.37
TXN_0000299,CUST_00321,PROD_00240,2025-03-30,2,474.63
TXN_0000300,CUST_00298,PROD_00267,2024-12-30,1,289.7
TXN_0000301,CUST_00393,PROD_00230,2025-03-10,1,1246.53
TXN_0000302,CUST_00775,PROD_00060,2025-01-10,1,888.37
TXN_0000303,CUST_00238,PROD_00418,2025-04-21,2,973.93
TXN_0000304,CUST_00454,PROD_00240,2025-04-27,2,474.63
TXN_0000305,CUST_00307,PROD_00267,2025-06-01,3,289.7
TXN_0000306,CUST_00816,PROD_00310,2023-01-17,2,730.21
TXN_0000307,CUST_00042,PROD_00490,2025-06-17,1,1922.26
TXN_0000308,CUST_00457,PROD_00157,2025-04-22,2,494.11
TXN_0000309,CUST_00796,PROD_00299,2025-01-20,1,216.29
TXN_0000310,CUST_00873,PROD_00162,2023-09-06,1,436.94
TXN_0000311,CUST_00263,PROD_00118,2024-09-10,1,665.7
TXN_0000312,CUST_00172,PROD_00219,2025-02-09,1,102.49
TXN_0000313,CUST_00332,PROD_00445,2025-05-12,1,1430.06
TXN_0000314,CUST_00864,PROD_00093,2025-05-25,2,122.09
TXN_0000315,CUST_00440,PROD_00020,2025-06-13,2,557.11
TXN_0000316,CUST_00472,PROD_00377,2025-04-10,2,436.48
TXN_0000317,CUST_00174,PROD_00193,2025-07-08,2,429.17
TXN_0000318,CUST_00516,PROD_00273,2024-08-11,3,12.87
TXN_0000319,CUST_00853,PROD_00086,2025-07-09,1,518.6
TXN_0000320,CUST_00276,PROD_00050,2025-03-10,1,29.44
TXN_0000321,CUST_00796,PROD_00193,2024-11-25,1,429.17
TXN_0000322,CUST_00724,PROD_00260,2025-04-25,1,29.06
TXN_0000323,CUST_00902,PROD_00363,2024-09-01,2,122.98
TXN_0000324,CUST_00056,PROD_00454,2025-05-27,1,19.68
TXN_0000325,CUST_00932,PROD_00498,2025-07-01,3,325.7
TXN_0000326,CUST_00980,PROD_00053,2024-10-30,2,54.44
TXN_0000327,CUST_00432,PROD_00073,2025-05-19,1,773.79
TXN_0000328,CUST_00795,PROD_00171,2025-06-26,2,149.55
TXN_0000329,CUST_00276,PROD_00262,2025-04-05,3,1298.93
TXN_0000330,CUST_00287,PROD_00161,2025-06-13,1,438.37
TXN_0000331,CUST_00932,PROD_00479,2025-07-05,1,1160.6
TXN_0000332,CUST_00360,PROD_00161,2023-02-13,1,438.37
TXN_0000333,CUST_00788,PROD_00443,2024-10-06,1,966.48
TXN_0000334,CUST_00531,PROD_00263,2025-07-04,2,1959.01
TXN_0000335,CUST_00142,PROD_00032,2025-04-17,2,36.74
TXN_0000336,CUST_00281,PROD_00240,2025-05-27,3,474.63
TXN_0000337,CUST_00991,PROD_00301,2025-03-21,1,108.56
TXN_0000338,CUST_00850,PROD_00406,2025-07-08,1,26.61
TXN_0000339,CUST_00396,PROD_00465,2023-12-23,1,27.82
TXN_0000340,CUST_00259,PROD_00494,2024-11-03,3,16.47
TXN_0000341,CUST_00727,PROD_00208,2025-05-24,1,129.19
TXN_0000342,CUST_00467,PROD_00322,2024-03-07,1,1349.45
TXN_0000343,CUST_00053,PROD_00418,2025-06-21,3,973.93
TXN_0000344,CUST_00942,PROD_00285,2024-03-19,2,152.87
TXN_0000345,CUST_00641,PROD_00389,2025-06-16,1,122.3
TXN_0000346,CUST_00125,PROD_00370,2025-03-11,1,789.23
TXN_0000347,CUST_00426,PROD_00393,2025-04-05,2,284.4
TXN_0000348,CUST_00704,PROD_00482,2025-05-12,1,485.01
TXN_0000349,CUST_00408,PROD_00490,2025-06-02,1,1922.26
TXN_0000350,CUST_00686,PROD_00269,2022-08-31,1,414.89
TXN_0000351,CUST_00360,PROD_00477,2024-06-25,3,38.47
TXN_0000352,CUST_00971,PROD_00057,2024-12-17,1,1321.97
TXN_0000353,CUST_00457,PROD_00033,2025-03-09,1,1373.41
TXN_0000354,CUST_00398,PROD_00110,2025-06-18,2,380.36
TXN_0000355,CUST_00739,PROD_00444,2025-06-14,1,269.24
TXN_0000356,CUST_00970,PROD_00143,2025-07-01,1,144.33
TXN_0000357,CUST_00190,PROD_00040,2024-02-17,1,702.12
TXN_0000358,CUST_00599,PROD_00033,2025-05-19,2,1373.41
TXN_0000359,CUST_00408,PROD_00057,2025-05-02,1,1321.97
TXN_0000360,CUST_00353,PROD_00196,2025-04-07,1,717.14
TXN_0000361,CUST_00977,PROD_00491,2025-03-01,1,166.01
TXN_0000362,CUST_00381,PROD_00052,2025-06-14,1,135.29
TXN_0000363,CUST_00015,PROD_00344,2025-07-09,1,684.02
TXN_0000364,CUST_00947,PROD_00233,2024-02-17,1,41.74
TXN_0000365,CUST_00457,PROD_00476,2025-03-18,2,497.49
TXN_0000366,CUST_00227,PROD_00076,2023-10-04,1,558.51
TXN_0000367,CUST_00236,PROD_00094,2025-06-26,3,81.01
TXN_0000368,CUST_00820,PROD_00015,2025-06-05,1,1290.98
TXN_0000369,CUST_00870,PROD_00378,2025-06-16,1,33.81
TXN_0000370,CUST_00294,PROD_00274,2025-04-20,1,1381.1
TXN_0000371,CUST_00557,PROD_00235,2025-05-27,1,212.45
TXN_0000372,CUST_00066,PROD_00057,2025-06-12,2,1321.97
TXN_0000373,CUST_00671,PROD_00432,2025-05-09,1,41.25
TXN_0000374,CUST_00231,PROD_00279,2025-05-16,1,32.1
TXN_0000375,CUST_00371,PROD_00198,2025-04-11,1,443.48
TXN_0000376,CUST_00360,PROD_00033,2024-12-07,1,1373.41
TXN_0000377,CUST_00708,PROD_00457,2024-07-09,2,13.05
TXN_0000378,CUST_00870,PROD_00458,2025-04-26,1,585.67
TXN_0000379,CUST_00850,PROD_00222,2025-07-07,1,419.56
TXN_0000380,CUST_00557,PROD_00414,2025-05-22,2,125.69
TXN_0000381,CUST_00714,PROD_00399,2025-03-22,1,294.77
TXN_0000382,CUST_00795,PROD_00057,2025-06-21,1,1321.97
TXN_0000383,CUST_00142,PROD_00215,2025-04-30,2,22.48
TXN_0000384,CUST_00711,PROD_00470,2025-05-25,1,639.69
TXN_0000385,CUST_00381,PROD_00028,2025-04-24,2,39.88
TXN_0000386,CUST_00226,PROD_00282,2025-06-02,1,625.89
TXN_0000387,CUST_00826,PROD_00191,2025-04-04,3,180.37
TXN_0000388,CUST_00333,PROD_00180,2025-06-06,1,803.75
TXN_0000389,CUST_00431,PROD_00276,2024-10-08,1,219.91
TXN_0000390,CUST_00442,PROD_00147,2024-07-13,3,298.28
TXN_0000391,CUST_00937,PROD_00281,2025-03-04,2,60.01
TXN_0000392,CUST_00457,PROD_00001,2025-07-04,1,1985.99
TXN_0000393,CUST_00119,PROD_00124,2025-02-03,1,288.8
TXN_0000394,CUST_00719,PROD_00497,2024-07-21,1,89.26
TXN_0000395,CUST_00244,PROD_00134,2025-05-10,1,17.78
TXN_0000396,CUST_00524,PROD_00111,2025-04-30,2,21.57
