customer_id,rank,product_id,product_name,category,price,confidence_score,recommendation_type,customer_segment,journey_stage,explanation
CUST_00012,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00012,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00012,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00013,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00013,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00013,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00014,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00014,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00014,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00015,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00015,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00015,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00016,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00016,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00016,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00017,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00017,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00017,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00018,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00018,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00018,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00019,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00019,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00019,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00020,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00020,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00020,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00021,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00021,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00021,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00022,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00022,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00022,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00023,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00023,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00023,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00024,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00024,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00024,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00025,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00025,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00025,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00026,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00026,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00026,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00027,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00027,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00027,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00028,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00028,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00028,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00029,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00029,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00029,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00030,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00030,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00030,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00031,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00031,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00031,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00032,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00032,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00032,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00033,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00033,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00033,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00034,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00034,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00034,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00035,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00035,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00035,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00036,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00036,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00036,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00037,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00037,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00037,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00038,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00038,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00038,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00039,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00039,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00039,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00040,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00040,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00040,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00041,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00041,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00041,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00042,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00042,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00042,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00043,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00043,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00043,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00044,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00044,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00044,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00045,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00045,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00045,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00046,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00046,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00046,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00047,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00047,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00047,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00048,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00048,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00048,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00049,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00049,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00049,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00050,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00050,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00050,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00051,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00051,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00051,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00052,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00052,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00052,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00053,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00053,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00053,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00054,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00054,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00054,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00055,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00055,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00055,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00056,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00056,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00056,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00057,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00057,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00057,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00058,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00058,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00058,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00059,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00059,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00059,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00060,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00060,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00060,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00061,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00061,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00061,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00062,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00062,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00062,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00063,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00063,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00063,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00064,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00064,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00064,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00065,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00065,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00065,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00066,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00066,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00066,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00067,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00067,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00067,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00068,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00068,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00068,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00069,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00069,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00069,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00070,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00070,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00070,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00071,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00071,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00071,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00072,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00072,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00072,3,PROD_00209,Elite Headphones,Electronics,633.82,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00073,1,PROD_00370,Elite Wireless Speaker,Electronics,789.23,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
CUST_00073,2,PROD_00181,Premium Water Bottle,Sports,421.24,0.6,popular,unknown,unknown,Popular choice • Frequently purchased
